symbol,composite_score,quality_score,growth_score,value_score,momentum_score,positioning_score,stability_score,score_date
IRWD,52.515499591628014,50.618857440039974,49.38817302022409,50.676215862417095,66.97538140845224,52.473074335462044,44.96129548317265,2026-02-08
BYD,52.5118872287843,53.27969416902955,52.923442081304906,50.852648004700264,49.295251464592845,54.257711387719034,54.46257626535922,2026-02-08
MKSI,52.50276300223982,50.66121190046871,50.74934043677444,49.85372731972193,60.12256771936711,54.26499469691437,49.364735940192354,2026-02-08
GVA,52.473829722352534,49.902797587308626,53.64687019755641,50.02233318180242,51.389033905861815,55.554608734373744,54.327334727212204,2026-02-08
PPC,52.46867005399122,51.38399085479749,53.719623838931916,50.205752552609326,50.204889825624676,56.011459504899044,53.286303747084865,2026-02-08
TER,52.46082670202715,52.76492771246496,50.45117394407489,49.55208405738081,57.80884805544931,54.07369630912052,50.11423013367241,2026-02-08
EQH$A,52.46004218522941,,54.59695225942801,,48.25291279464113,,54.5302615016191,2026-02-08
VICR,52.45939361927277,51.207915293791,49.860988491897025,48.09378672444374,65.62612846089834,52.614297533687235,47.35324521091925,2026-02-08
AOS,52.45607547603481,53.904424851460654,50.444932919135454,50.70669047231506,51.59269766346281,53.06085520879245,55.02685174104243,2026-02-08
AROC,52.454135728616045,51.60448096219851,52.59252286099182,49.990148252198644,53.22102136825877,53.50880310159384,53.807837826454666,2026-02-08
HST,52.44108316071537,50.55420736867615,53.813870227602735,50.691511151783885,51.11548332180502,54.363200649318735,54.1082262451057,2026-02-08
ARMN,52.44106235893679,50.52709627071895,48.684635087518124,49.75892928875466,66.19918742031527,47.72903456943005,51.74749151688369,2026-02-08
ERO,52.44082919844979,51.17421477188474,50.310933404078185,50.09071488230876,60.94857475900627,51.31805339493275,50.80248397848802,2026-02-08
ARWR,52.42982352826044,49.941668691042885,52.48297173278911,50.060116766279705,61.89512507507576,51.53528615509726,48.66377274927794,2026-02-08
GLUE,52.42884033518423,49.833122758346846,51.885768132087826,49.90363491151513,65.24770931275027,52.302006233168854,45.40080066323646,2026-02-08
ARW,52.41959849094479,50.49393168543344,50.46050226092029,50.170930310045925,54.87713469013904,54.42286293871693,54.092229060413146,2026-02-08
ECO,52.41939180224768,51.47859020426988,56.862070359147154,49.930115536216555,53.14494756749496,50.644867769545286,52.45575937681225,2026-02-08
SNDR,52.41572795027025,50.83006300979781,50.77059230144228,49.92140695543884,53.161311308308804,56.03900922356109,53.77198490307271,2026-02-08
LVLU,52.396393101685106,49.36563151409704,47.604410545168435,50.215837169412026,68.86570570231241,51.86731461030421,46.459459068816514,2026-02-08
EPSM,52.390848873448604,50.344736342975935,48.37251020028512,49.94514728811889,37.991174688031975,91.30323770244125,36.38828701883846,2026-02-08
CENX,52.3905373831426,49.19539935755687,48.160410073474516,49.89824808065522,60.01348769910655,57.41848928099763,49.65718980706482,2026-02-08
TTMI,52.38925070318608,50.307509524272945,50.661796433592784,49.333945648562846,60.18751456120109,53.485981025997106,50.35875702548971,2026-02-08
AZN,52.38580531196268,51.9598466249085,50.91308923250535,50.665489582417834,65.14317177840057,42.68053968579538,52.952694967748435,2026-02-08
USAS,52.38487896048336,48.14665292230866,49.2449022202252,49.79331094335112,71.04418947955867,47.939779011984044,48.1404391854725,2026-02-08
ESLT,52.38061371505826,50.602920972619,53.46452275315946,49.65965864420554,56.90734788329587,49.9213565402372,53.72787549683247,2026-02-08
CGCT,52.37640502081103,48.45846318965128,,50.15414680705196,49.420420656024646,56.158701490660455,57.69029296066679,2026-02-08
PACS,52.36734814250268,50.03508377376934,52.336693285693855,50.677085031020205,61.77906885114999,55.10665516015736,44.26950275322532,2026-02-08
SHMD,52.35541555004905,43.48585851687294,51.59527731014499,50.04188874700374,67.26703142836793,53.313586919954446,48.428850377950276,2026-02-08
BAP,52.35400442239035,51.66155272981019,52.86406644599734,46.97072223972541,54.41572120200925,52.79233181538239,55.41963210141749,2026-02-08
JKHY,52.352572597726045,54.05540401857072,50.63493793185956,50.595314520390886,50.54868484463766,53.32607536974974,54.9550189011477,2026-02-08
AA,52.35080021475238,50.98638603793856,52.64526270247636,50.44894437807995,57.4514790538653,50.980837576155956,51.59189153999817,2026-02-08
DNMX,52.34711652399505,48.62109275543338,,,,50.604552644044475,57.815704172507296,2026-02-08
EXPD,52.346546295546325,51.76692585616286,50.64168542720356,50.51948893184017,52.78388851240173,53.6643163095974,54.70297273607223,2026-02-08
ENS,52.34622582727448,50.94559319710804,50.20236595113209,50.10820867343725,56.309543842409326,53.462236870845146,53.04940642871501,2026-02-08
TTI,52.34455784015573,51.60956204641703,50.75482112026667,50.082604745272675,60.75066748354918,52.13279046171125,48.73690118371757,2026-02-08
IFS,52.33549733638805,51.98380507596476,50.4934693320388,49.17314193998199,52.46842232955346,54.93857872176068,54.955566619028616,2026-02-08
OUT,52.33090982202801,50.15632931384671,50.8915458422796,50.613276251250184,53.28180780947787,55.65107039495221,53.391429320361496,2026-02-08
RHLD,52.31955251906687,52.179844928752985,42.547166405605296,49.42280264678469,67.22421692035866,53.53909266923323,49.00419154366633,2026-02-08
AMAT,52.319002366024534,52.52530360492149,50.82341788890344,50.531334940199926,56.56341131700925,51.3320264882676,52.13851995684552,2026-02-08
DAN,52.313901491676134,49.65482177269669,51.3590123571888,50.42833329788334,55.67162266229595,54.534692959077056,52.234925900914966,2026-02-08
FSM,52.30501615517577,52.82690095803015,51.02811518632579,50.48235231824527,56.74295334921945,50.644802675348814,52.10497244388517,2026-02-08
PLOW,52.29593604897631,50.59185147042704,52.89194501243819,50.10766762430866,52.259650379604004,52.98288568815085,54.941616118929105,2026-02-08
IRMD,52.29266738885894,52.2682443015535,51.61319301173969,49.74490756672815,52.964194196116665,53.40534170546771,53.76012355154792,2026-02-08
GILD,52.28813959145975,52.69297361203324,50.82742270505586,50.73361409160584,52.17882019850914,52.15023117487626,55.145775766678184,2026-02-08
NOV,52.27669082003501,50.32082753574101,53.78661460825542,50.13176309794434,53.20862892989165,54.18556453219387,52.02674621618375,2026-02-08
MPWR,52.274115669355865,53.60152964372451,52.210385792899864,49.88421819589781,53.58513336201634,54.158328371836205,50.20509864976046,2026-02-08
TMQ,52.26645311801214,49.33416919619871,50.06884779476878,50.893766628612966,67.03837497694704,49.17863494944765,47.08492516209768,2026-02-08
MCB,52.261659054908336,51.417168330934935,52.54497175856984,50.21704731385095,53.127770075343776,53.151970580896254,53.111026269854264,2026-02-08
MSA,52.258264705987905,51.795623004555345,53.0438981806682,50.06416184783119,50.291809627925964,53.4188701696723,54.93522540527442,2026-02-08
FOXA,52.25768339797225,51.13371638685472,51.18331624625602,50.145513973150045,51.08845524190143,55.38496067097536,54.61013786869595,2026-02-08
CUB,52.2564173801874,49.557818518753244,,50.71458255980355,49.25143337203583,54.0365229570527,57.72172949329168,2026-02-08
FTI,52.254268236889914,51.774450893938194,51.75664052476049,50.63090596661179,54.59438297982741,53.65284697686804,51.11638207933355,2026-02-08
IBRX,52.2537852092636,49.64307014627407,50.123533525275775,50.10544369265405,66.33567422782912,51.82879847647575,45.48619118707284,2026-02-08
RAPT,52.25165304323151,46.35116695384962,47.93119305416222,50.12396300439048,72.69358174437332,48.36094249856322,48.04907100405016,2026-02-08
YETI,52.25143198805223,51.78870555295448,50.285517942790015,50.08295762804704,52.9766078955074,55.983848324494744,52.3909545845197,2026-02-08
CMP,52.24854126017591,50.01028292063525,52.796246035996234,49.90652315597082,55.505768791989986,53.9002198433403,51.37220681312288,2026-02-08
PSMT,52.246657371051484,50.88964757767296,51.03052028635003,50.04423166347613,52.51154408824775,54.179778203566556,54.82422240699548,2026-02-08
THR,52.239461334902245,51.37647954659222,50.2375680497549,49.32681894742131,55.35712959971555,53.96564622837554,53.173125637553966,2026-02-08
KSPI,52.23921683976154,54.81738621269368,51.46025140541575,50.25208293588537,49.27818240791025,54.87887568322864,52.74852239343555,2026-02-08
MOG.B,52.23823507031764,50.674216157627875,51.1786233799077,47.6213243421823,54.824898025719826,56.777434169085005,52.35291434738316,2026-02-08
GOOGL,52.236747558323145,53.26149087507951,51.218476918252385,50.58276197978279,53.460654377771355,50.84851236535943,54.04858883369339,2026-02-08
HLF,52.23388634318695,50.59850137089591,49.706823445684364,50.24862935559202,60.31205331621946,53.2598444032643,49.27746616746567,2026-02-08
KARO,52.23186350881011,55.45068021667093,52.72985819960155,50.08805379068502,50.687723198956924,54.752976389437826,49.681889257508416,2026-02-08
BELFB,52.229984844088634,51.133179122353276,50.271149475039756,50.56085182628453,56.93379870145279,52.14325072904003,52.3376792103614,2026-02-08
AVY,52.2272926510442,53.690120228527896,50.73262634968317,50.09149957906994,50.43674914917501,52.821391160251416,55.5913694395578,2026-02-08
ACT,52.22302884729091,53.13270043776822,50.43000179550747,50.24608117950178,50.21575887802654,55.25437985953195,54.05925093340951,2026-02-08
IDCC,52.218171578451134,53.53093296377538,52.0197561918503,50.64936343462353,50.275139631623276,53.75397028523701,53.07986696359731,2026-02-08
JBHT,52.21609986623264,51.46684452192684,52.27081065192931,50.61025458271801,52.3520642915379,53.392638806007575,53.2039863432762,2026-02-08
DG,52.21429901677709,50.33305243606301,50.8831492423367,50.67731165101021,54.46380069896462,52.91487738001442,54.013602692273565,2026-02-08
ALMS,52.20615962906709,45.55906324652809,46.54813833487176,50.02855372199924,76.98289438104547,48.96304945066115,45.15525863929682,2026-02-08
CHRW,52.20536921327401,51.42522609429842,50.29596251000905,50.547711224435346,53.636625204859534,53.44760845986079,53.87908178618092,2026-02-08
MS,52.2027573047944,52.44740269097095,52.60843357807151,50.85198739954442,51.23596581189417,52.16854873067847,53.904205617606884,2026-02-08
CMRE,52.18553254820156,51.483672265765065,52.265513008573535,49.871763472480325,53.616641217954744,53.99825886319055,51.87734646124513,2026-02-08
SATS,52.18487929430469,45.72481022626506,47.75020136245648,50.100399159952026,66.55916942151818,54.70651078737251,48.2681848082639,2026-02-08
TVE,52.18384860133692,,,49.751131806934914,49.54031501171048,,57.26009898536536,2026-02-08
HG,52.1838436298981,51.71507450082817,52.059585250419275,50.58173583220953,51.0927621317227,52.8309434773991,54.82296058680981,2026-02-08
COLL,52.183664663318666,51.66063161431077,50.28211792216325,50.27588811852999,51.713984408007384,55.92521894826753,53.24414696863309,2026-02-08
RLMD,52.18313546680705,49.50342678429381,49.88310826834691,49.9855774376416,72.65355809292356,44.50887426097626,46.56426795666015,2026-02-08
LAUR,52.17342009511269,51.183092950995814,50.44447483773884,50.077085342856606,52.30354550233406,54.0726265207051,54.959695416045705,2026-02-08
IBP,52.170341532277085,51.39762822656709,50.811311216539,49.98736644104637,51.91263232925839,55.989084683220646,52.92402629703103,2026-02-08
KMT,52.16949936405458,50.60370606987479,49.80034343287324,50.05957451855322,55.78430538601867,54.18401905030724,52.58504772670033,2026-02-08
AXL,52.16886726249869,50.12788036620023,50.33986793799266,50.1135754878854,54.992267234832106,58.13916075760075,49.30045179048103,2026-02-08
LCII,52.167871730642226,50.45293194371423,49.91144628324762,49.89397741552013,55.04388575589415,54.94495718999084,52.7600317954864,2026-02-08
ROL,52.16393984834587,52.47277482868229,50.573646226665524,50.28252221275933,50.42126063248897,53.406917003837314,55.826518185641795,2026-02-08
AER,52.16178142990552,52.06221842687,50.64282784140578,50.757227939764206,51.09343191269653,52.31082862988963,56.104153828806936,2026-02-08
BG,52.15904569165636,49.7872043223949,49.67161709518643,50.16679657268356,53.33945334983283,55.31941569578331,54.669787114057144,2026-02-08
AMG,52.15514765125788,51.52371757554324,50.534440584977894,50.760492589145265,52.335699026454186,53.44899681761445,54.327539313812245,2026-02-08
BFS,52.154457131664614,51.186790088155064,50.32413131868321,50.03923580605723,50.982381359319426,54.52241705588564,55.871787161887134,2026-02-08
UPWK,52.149991394504454,51.95764992446242,53.32442046915935,50.7729101829122,52.41027593749566,53.4695209471976,50.96517090579948,2026-02-08
ORA,52.14850119269999,50.3736974924024,50.53064775667158,50.30656072377825,53.4570051652233,52.04599421508005,56.17710180304437,2026-02-08
SPRY,52.148361687240154,47.72592516268761,65.58635808210498,50.02257941340807,48.16936708774921,53.463748268162924,47.92219210932813,2026-02-08
