symbol,composite_score,quality_score,growth_score,value_score,momentum_score,positioning_score,stability_score,score_date
GLSI,51.728130010085664,49.38415884908528,49.75769391017428,49.89594327071063,64.85556780056756,49.05380736035595,47.42160886962028,2026-02-08
XPEL,51.72739092262837,51.832606864590915,50.58320503169625,50.025618689316765,54.09418429673553,52.71976456529794,51.10896608813286,2026-02-08
WH,51.72735626152799,52.509174861374284,51.04447254733849,50.73229120854453,48.1661891058062,54.24698807288897,53.66502177321547,2026-02-08
CHD,51.72547631128256,51.5858811146843,50.45794645389756,50.02539133843693,51.14988350436585,51.95471004144048,55.179045414870274,2026-02-08
MLM,51.72539236012379,51.166362588360045,50.28943600485124,49.98606078853612,50.18793737181567,53.16799618232836,55.55456122485132,2026-02-08
PNC,51.72483649410459,51.411937172150914,50.11423296756157,50.86683616084902,51.6025795551688,51.68927271433246,54.66416039456481,2026-02-08
IPAR,51.722714878923426,52.02176879645704,51.37164588048388,50.112044029899636,49.24035661895455,55.31245033583069,52.27802361191478,2026-02-08
TTAM,51.722494747561875,51.358525263888275,50.687711326627436,49.11525667325562,52.182305606631395,55.6413634131041,51.34980620186441,2026-02-08
CET,51.72220581068681,54.4535653283618,50.28577192116811,51.32301925563462,50.05540137644149,48.72661284631107,55.488864136203766,2026-02-08
UGI,51.72198908240675,49.803658034592154,50.22073311531037,50.17130399278091,51.8040314171952,52.42415805376073,55.90804988080112,2026-02-08
PH,51.72175056263534,51.622550181006766,50.8253269456182,50.48953421838923,51.64102918344712,51.914398750171706,53.83766409717904,2026-02-08
EME,51.721703000961256,53.004532152654406,51.72134802059698,50.00756789822448,51.75895378270632,52.793294032687236,51.04452211889811,2026-02-08
BPOP,51.720908370904596,51.61235097405724,50.27513331754335,49.975733899666764,51.49033529091446,52.5508740230321,54.42102272021367,2026-02-08
TFC$I,51.720871246440005,,49.11654996642152,,50.842501278582105,,55.203562494316394,2026-02-08
SENEA,51.719406858046355,50.55328728417603,53.02880493532486,50.53388474854085,50.17733068574599,51.38345501226441,54.639678482225996,2026-02-08
NEWP,51.71787360421749,49.465782018798876,50.0703273122223,51.236739976064015,61.79061844608719,49.16605001036844,48.57772386176411,2026-02-08
LXFR,51.717692751612354,50.99733554286959,51.005686965384456,50.10174669325106,51.70697992706322,53.11575578944559,53.3786515916602,2026-02-08
WMG,51.71712726516132,50.81214507234885,51.577439026942294,50.53081436351796,48.74089965774171,54.240148772686055,54.40131669773104,2026-02-08
FE,51.71705100126007,50.84587610571377,50.53501926939033,50.71657780287867,50.165104076381425,52.455517057307,55.58421169588919,2026-02-08
WFRD,51.71661645278005,51.2746057125736,50.86220087347393,50.1308428422602,53.73199264455164,53.960750903720545,50.33930574010039,2026-02-08
PR,51.71622539700942,52.52352975866403,50.41586088825475,50.165622489822034,51.76068318992496,52.87415730962677,52.557498745763944,2026-02-08
SEE,51.71550993983166,50.8193038513584,51.368063675286876,50.768066758383156,51.96609699204227,53.40668982012671,51.964838541792545,2026-02-08
CSTL,51.714883764900044,49.5457592358974,52.78476326475584,50.05078797403455,55.58804867479479,52.35340189957538,49.966541540342305,2026-02-08
FN,51.71470368810858,50.812501317016704,50.139645921806306,49.845820613441674,53.51357373616161,55.26999777932653,50.70668276089866,2026-02-08
BK,51.71364794999217,51.81828632843231,48.75968011884703,50.88345670961482,51.41086391101236,51.86793662415491,55.54166400789159,2026-02-08
GTY,51.71310042246402,52.09508154469279,50.39487560169946,49.05140169084026,49.791639043845464,52.426501508778536,56.519103144927584,2026-02-08
BSVN,51.71268805415782,52.6293627102127,50.67504401406848,50.23491775656495,49.75842908175297,53.507280942644044,53.471093819703775,2026-02-08
USB,51.71255892247229,51.3794512187055,51.108647313389646,50.91093980081081,51.70074911097251,50.85356760074235,54.321998490212906,2026-02-08
AAMI,51.71199651142942,51.034462912164855,49.8893584320831,49.856504727303985,52.949820695601105,53.46875901813913,53.07307328328432,2026-02-08
BEN,51.711803407335,50.13055220344228,50.114193660932195,50.09005921465285,51.80426755217159,53.77886617602498,54.3528816367861,2026-02-08
FAF,51.7109690741095,50.50347179059921,52.82315726781207,50.1744893175228,49.56858461099014,53.09863251247926,54.097478945253506,2026-02-08
LYV,51.70893057291274,50.60022315479545,51.496827775560575,49.22952658761105,49.321568042016075,55.88234843130954,53.72308944618377,2026-02-08
GLPI,51.70891515704678,52.764591547747926,50.601929197151605,48.652441611898695,49.29077418226127,52.90240686779569,56.0413475354255,2026-02-08
CCEP,51.706310150649756,50.71941109453272,50.277274262404035,50.68509226661375,49.58317355035845,53.88668953570361,55.08622019428597,2026-02-08
NOC,51.706285946276864,51.00123422854331,50.74511334698436,50.59456989005048,52.25513200135226,51.154593736864015,54.487072473866775,2026-02-08
ALG,51.70443654290959,50.556052799680586,50.86380131263694,50.1193242004793,51.5399990932734,53.3477800506003,53.79966180078702,2026-02-08
MCY,51.70434616510431,50.28104161887911,51.881808340007716,49.018205053273746,50.79248367809078,54.348825496993314,53.9037128033812,2026-02-08
TKR,51.70419071595336,50.64110190168199,50.07771690900134,50.10627150078534,51.82563708690351,54.137614471328654,53.436802426019305,2026-02-08
HMN,51.70405655014945,50.66417329447482,50.6477198286744,50.27859160451028,48.90951078097483,53.74589632367628,55.978447468586104,2026-02-08
BNR,51.703846291023424,48.263064501787426,49.95370953005833,50.2173346064979,68.56072311338468,46.802118509412715,46.42612748499948,2026-02-08
KRC,51.703267872329114,51.11603268175787,49.78181349413412,50.43523763457439,47.18775837521984,57.06402851749802,54.63473653079043,2026-02-08
STTK,51.70112808911855,47.46637583079488,48.91374911566514,50.01340047324562,67.88743516784896,49.42193292046116,46.50387502669551,2026-02-08
FBP,51.698730505378926,51.82277860715515,50.52913284970026,49.8811287172256,50.36290983647276,53.275512971448144,54.32092005027164,2026-02-08
DBD,51.69852372753194,49.87356129413602,51.40907569035641,49.9321351244934,51.555585567806325,53.852825044270446,53.56795964412904,2026-02-08
HBT,51.6971730232733,51.637421867794885,50.584268627553186,50.23112577005671,50.263210475886964,53.428696276117485,54.03831512223059,2026-02-08
NVR,51.69694537896891,51.953670697442725,50.63997068243219,50.120669282430995,49.454456099574614,52.729415014930645,55.283490497002305,2026-02-08
TSCO,51.69677518201111,51.39453268623888,50.8997392512858,50.60055551923843,49.37477520431449,52.80079445052477,55.11025398046427,2026-02-08
APH,51.6956888017605,52.177374749621166,50.97913086579803,50.50496243896042,50.39966527784999,52.99024498774742,53.12275449058597,2026-02-08
BUUU,51.69400683052706,54.57349024598863,53.09581863045828,48.91344212390191,54.81852875266644,51.7330644392583,47.029696790888806,2026-02-08
DHT,51.6934941624802,52.665838038167834,51.463585864877906,49.47851234264982,50.64005730068206,51.20842724353918,54.70454418496441,2026-02-08
RVTY,51.69345992259035,50.52948396025899,52.41320443466881,49.87397844430534,51.32559785407056,53.64413920674863,52.37435563548976,2026-02-08
HASI,51.69071001234669,49.766686864159205,49.37549545904707,50.17769773025055,52.422328418709576,54.28422720008166,54.117824401832074,2026-02-08
EIX,51.68868579139442,51.13346102699891,50.70597271896421,50.822702225166914,50.95554505276684,51.95924187095995,54.555191853509676,2026-02-08
IAC,51.68736964882764,49.77343490291762,52.00962345627145,49.91870704821256,50.62341719312694,54.362070160386224,53.43696513205103,2026-02-08
TDS,51.68667225274753,50.52515118456883,50.88724798289985,49.55437216768333,50.995668292394804,54.1511783934725,54.006415495465866,2026-02-08
MRTN,51.68508410467839,52.67602338270693,49.748253116453206,49.89207031646206,50.77338398222293,53.73441939011288,53.28635444011232,2026-02-08
RL,51.68454229368133,51.577800557824524,50.949631412694785,50.62154340598178,50.79637918594548,53.82427688872239,52.33762231091903,2026-02-08
LAZ,51.684365523351005,52.04389245649907,53.45625365012198,50.12282716958325,50.04537788316945,52.40587648827777,52.0319654924545,2026-02-08
SD,51.68423910478869,53.010864447407315,49.94748724612009,50.21050856262684,53.046365685883586,50.3712412746689,53.518967412025376,2026-02-08
PRAX,51.68411031426582,46.09013025703966,47.95966675760401,49.929517481877625,68.82908136360868,51.46747454331435,45.828791482150606,2026-02-08
TW,51.68391677094823,52.64594392843007,50.484255549685074,50.65745090661085,47.92306886590592,53.4620299516009,54.930751423456556,2026-02-08
MSM,51.68367602983066,51.4945001631287,49.78348437622953,50.66815032007589,49.07363992196619,54.24121000845812,54.84107138912553,2026-02-08
UFCS,51.683088544610285,50.69212384717938,51.259878898061686,50.542193001940184,50.872859922671,51.81733003624971,54.914145561559735,2026-02-08
CTAS,51.68271196797595,52.94109477927849,50.98500476192325,50.441051267711636,48.83161926008582,51.36335634205316,55.534145396803346,2026-02-08
DGII,51.68262030489317,51.39016910566411,50.368664854857556,49.97606425001196,52.230597389734925,53.75506683480897,52.37515939428149,2026-02-08
AEI,51.68245981914089,49.16656394657708,49.390143382275525,50.02715666522645,59.42794358259766,55.026856349508016,47.0560949886606,2026-02-08
CAH,51.68166824316454,49.82719206167549,49.7962908814266,50.68048563735984,52.5705931448689,52.07789596647599,55.13755176718039,2026-02-08
CACI,51.68116262080311,50.64595202435036,50.33354312151026,50.053118038250076,51.136742350070705,53.6953951973724,54.22222499326483,2026-02-08
FIZZ,51.6803109288757,52.58807024492239,50.83405643787455,50.12243945156298,47.80079076968317,54.92680623007522,53.80970243913589,2026-02-08
CPRX,51.67865447286876,52.88890369693841,52.116720948313386,48.397004288916804,50.68515050594369,52.21717571869655,53.766971678403685,2026-02-08
NTSK,51.678051477169895,50.16241199455494,50.25034761787538,50.29086208410271,43.8166762980251,67.51796969453018,48.03004117393105,2026-02-08
KO,51.67711189744612,52.067661568131264,50.11640941978756,50.62278347528007,50.05470879966939,50.38722511944572,56.8138830023627,2026-02-08
SAFT,51.67679373030424,51.73998777970764,51.30551374036719,50.172846122737845,49.94505506887864,51.46453831812122,55.432821352012915,2026-02-08
RJF,51.676689706586004,52.228036791497644,50.639629777216655,50.873506911176335,49.827110367938026,52.09350529960744,54.39834909207991,2026-02-08
WTW,51.67655916248664,51.2479198047727,50.76367643903477,50.13730936247147,48.87256746382371,53.03696103728138,56.00092086753583,2026-02-08
FSBC,51.67605775064931,51.994377626111024,50.63849939884032,49.74234283193575,51.19762406226778,52.05899635506738,54.42450622967362,2026-02-08
MCRI,51.67528787688763,53.328006688250554,50.17964185595625,50.11230819070519,48.76836867808638,53.53112270129348,54.132279147033934,2026-02-08
NDSN,51.67458736920114,51.45467602913987,50.52645169974718,50.6170343062178,51.85009689009434,51.29397464446759,54.30529064554005,2026-02-08
DCO,51.67456655402554,49.82308595106341,50.13525546553195,49.90564389409911,52.5369055138477,53.710494407445175,53.9360140921659,2026-02-08
BALL,51.67452211118022,50.15657440817351,49.31075949771462,49.827991533773144,53.890990637507244,51.84941526045126,55.01140132946153,2026-02-08
VTOL,51.674132386100375,50.523056931580626,51.93038321121328,50.470897804265626,51.431644276849106,52.98059104932988,52.708221043363736,2026-02-08
FLR,51.67300238617594,51.77773872024515,55.63667729191436,50.24369137923198,49.587593402769265,52.43028505244611,50.36202847044876,2026-02-08
EA,51.67287320388886,51.40091010041732,50.239102553030236,49.82501280720457,50.76615375467629,52.958218624956125,54.847841383048625,2026-02-08
ORLY,51.672738371119166,51.33836182580237,49.93290168371304,50.83305541920431,50.0531764513972,51.81038679846588,56.068548048132214,2026-02-08
CNL,51.6719910556672,48.446446720424305,49.66214848276328,50.23581732818803,61.46910077109191,50.99489563932992,49.22353739220576,2026-02-08
PANL,51.6718333858761,49.3715180484801,49.63952729944031,49.59137303720505,57.20603727567063,53.48180162860696,50.74074302585354,2026-02-08
NUTX,51.67169387804182,51.46612710977963,57.110398264627115,49.96020752562239,54.055146108441775,49.01596066420891,48.42232359557113,2026-02-08
GWW,51.66999004906821,52.617281633050936,51.23446832856933,49.99498180825852,50.2870361951317,50.76928102539052,55.11689130400828,2026-02-08
WSFS,51.66847916151796,51.310674102873136,50.24717439442702,49.087702414627294,51.42234807367051,53.30905274464782,54.63392323886196,2026-02-08
UNP,51.668118753201824,52.340970568379966,50.867256595742006,50.66300514128671,49.29179970721128,51.468621425304505,55.377059081286475,2026-02-08
PGR,51.66728136531957,53.11409692606818,50.76615734543331,50.64463308810648,49.25519162057688,51.691562880636354,54.53204633109618,2026-02-08
FBRX,51.66643843196755,48.08299601677878,49.885749035601194,50.06636835826255,62.165383646629046,53.23299733348361,46.5651362010501,2026-02-08
GRC,51.66614250551221,50.78121528932408,50.06129277341162,50.04493540392963,51.9474167531205,51.8072510439619,55.354743769325545,2026-02-08
AN,51.662277720231366,50.800472905494296,49.86635280315167,50.78763169095573,50.252562903200534,52.69018596839321,55.576460050192765,2026-02-08
SLB,51.66207285234477,50.950621388978355,50.264255715804104,50.11595360010423,54.045032927466174,51.335408285537675,53.261165196178084,2026-02-08
SNBR,51.66193429890823,49.61377076322513,51.69239891085672,50.081853085753615,57.58830910276769,54.2930752070336,46.702198723812614,2026-02-08
RMBS,51.661207653211825,52.26446307381531,50.71627246909537,49.7718632039703,55.09224530287015,52.73832184116479,49.38408002835503,2026-02-08
EVER,51.66053550992179,52.070069568487696,54.52142157559262,49.84179504935332,48.711439925280324,53.54943441866905,51.26905252214776,2026-02-08
ZWS,51.659080016057544,51.14821448802977,50.4500665335368,50.54196554916716,49.39853109377866,54.3408860864581,54.074816345374785,2026-02-08
HURN,51.65903479912696,50.91682425229731,50.89843995199309,50.0426683276464,50.20831663428138,54.13591843845715,53.75204119008643,2026-02-08
BKNG,51.658379751091225,52.23523872253466,50.21785252052763,50.75122712302383,48.91560683917139,52.701532315277035,55.1288209860128,2026-02-08
GNTX,51.657724119135786,53.58000145672328,50.31696614640685,50.16517685746441,48.8446280594595,53.01745713557775,54.02211505918291,2026-02-08
WLDN,51.65741492291076,51.21517691272916,51.2760446430931,48.44081067064015,56.941382401234634,50.84762270649872,51.223452203268785,2026-02-08
AGO,51.656333113493154,52.219081569255735,49.43787343971257,50.22790535145843,49.23727092909193,53.84448335009644,54.97138404134382,2026-02-08
EOG,51.65600908555556,52.731811932872944,50.426955258242366,50.185915623009095,49.49354170658693,52.58719108016533,54.51063891245668,2026-02-08
FOLD,51.65343487876113,49.66159307265484,50.19151272088429,49.83307834344017,57.064204986437936,53.36955739613576,49.8006627530138,2026-02-08
CNP,51.65308298327662,50.679094276267,48.56829234617602,50.63943828291504,49.928590749991756,53.266108515250124,56.83697372905978,2026-02-08
AXTA,51.65307073832496,50.88058646039394,50.435212619536344,50.146373537075284,51.11929021924404,53.82259921651493,53.51436237718524,2026-02-08
GS,51.65301002137157,52.28960444923453,50.71908084942376,50.860125800022125,52.124355965119605,50.00763043011429,53.91726263431511,2026-02-08
FELE,51.65033903726443,51.67390455431053,50.073495222012866,50.02469727105899,49.60380141647768,54.09308702115053,54.433048738576,2026-02-08
LIN,51.650079255954594,51.57813789880888,50.31975169312004,50.61078384447679,49.88453386808138,51.66474907833821,55.842519152902256,2026-02-08
RPRX,51.64958856592014,51.84871060855658,50.11006856705645,50.13730649079863,50.42428085333035,52.175020749139044,55.20214412663979,2026-02-08
FR,51.64909272901895,51.72371285346755,50.08701067292315,49.9877481361186,49.923011687174046,53.634912449305105,54.538160575125275,2026-02-08
LMT,51.64863781671427,51.338195234758466,50.40286692361418,50.585223408041124,52.93461764267502,49.98614747947623,54.64477621172061,2026-02-08
NTCT,51.64605333705879,50.352315838429874,51.44159842403456,50.33950241861768,50.38425999303835,53.139585028664236,54.21905831956805,2026-02-08
ITRG,51.64533250870538,51.239581404999,50.936701226893454,50.069848899572314,61.191968265022126,45.99766033731139,50.436234918433996,2026-02-08
PRM,51.64510177051332,49.751280132029464,52.31308750493579,49.900294634060366,52.353478373119245,53.0143972235645,52.53807275537057,2026-02-08
MNRO,51.64434739883374,49.151449918356214,49.745796706331,50.60784010304087,52.320816823537776,58.371341245466425,49.66883959627014,2026-02-08
UTHR,51.64424557894824,52.90509210490322,50.74401715001892,50.12548722448615,50.9132242824767,53.39441151305236,51.78324119875205,2026-02-08
GD,51.64343340517159,50.931544928426085,50.24544607414957,50.66415486498828,50.41374547210691,51.70214462546453,55.903564465894185,2026-02-08
GNK,51.64329211556094,49.68814673144029,52.198608243443886,49.94572237156506,52.29753948844823,51.67744355808299,54.05229230038518,2026-02-08
CFG,51.64184555812316,51.04996996024257,49.60881898444231,48.95248892007059,53.44279848941906,53.00919746524953,53.78779952931488,2026-02-08
MDT,51.64155678779193,51.061942503435006,50.042295401908675,50.64036585205768,50.3170356383188,51.772700209934285,56.01500112109713,2026-02-08
KRG,51.64100062590333,50.84558761755347,50.23453876574382,49.893377452082746,49.52347403463009,53.725241840605776,55.623784044804104,2026-02-08
PJT,51.64069198414198,52.65108645870057,51.13439268172375,49.36001172368532,50.1089007873689,52.71218448385381,53.87757576951952,2026-02-08
SSD,51.64034585790555,51.797534372942025,50.216059435724766,50.08781916274509,49.498326788447606,53.54491686279812,54.69741852477568,2026-02-08
VRE,51.63975948306827,50.2229735043768,50.157178800461864,50.282151551094856,49.284444035731,54.72200670456987,55.1698023021752,2026-02-08
UNF,51.63898444163441,51.95925410683431,50.17751457838846,50.04498659366911,52.219210555129905,53.389558861235095,52.0433819545496,2026-02-08
ATR,51.63799155747033,51.51880804922606,50.55081462344988,50.58738024824145,50.059380310454586,52.67994632367517,54.43161978977484,2026-02-08
SSP,51.637532658285814,49.95758320118909,52.66667813961556,50.01564478193712,56.18271339942946,52.34088213011141,48.66169429743225,2026-02-08
PNRG,51.63746692196936,53.83382442696194,50.820448992687304,50.21940815319201,51.53238716707696,54.7808660044826,48.63786678741537,2026-02-08
PFS,51.63599802233781,51.68639776610115,51.38679599848116,50.17476081978636,52.07601640790634,50.122602617824064,54.36941452392779,2026-02-08
NVGS,51.63399194716331,51.02450179979584,52.533791701618846,50.3676848497085,50.76919331651909,53.19037121841978,51.9184087969178,2026-02-08
LGND,51.633211676930806,50.514223580490636,52.32086925896821,49.669435544317686,50.55294617778171,53.99745016059685,52.744345339429735,2026-02-08
SCI,51.63262875038736,51.092829057416935,50.75388754286738,50.681716344540405,48.99427745593455,52.2955561308611,55.97750597070381,2026-02-08
LQDA,51.632079249748344,49.878490675575264,49.20102755194372,49.53331729130348,59.751674909100004,51.78012977293491,49.647835297632675,2026-02-08
BURL,51.6310304638488,50.981019340241296,50.423102436035336,49.96979838264639,50.800087988309365,54.47170905435835,53.14046558150207,2026-02-08
BMY,51.630902737982936,51.82780021182391,50.01829100471765,49.992430217057475,52.83089395599774,50.88534500776495,54.230656030535876,2026-02-08
CUBE,51.630342358309086,51.61785565923501,50.429902485070954,50.0567024068744,48.93225294253309,53.070384334934985,55.674956321206096,2026-02-08
SLSR,51.629046767178906,47.83051684187153,49.339624072343334,50.41871044452259,60.09781475264124,51.710753145001554,50.37686134669317,2026-02-08
GTEN,51.6285005510066,49.74658042481929,,50.38056209456742,49.202643696789345,,57.184215987850365,2026-02-08
TPH,51.6281224081359,50.385742757591814,52.129401297875766,50.187939065185226,49.329884637437516,54.022110660504374,53.713656030220704,2026-02-08
CIEN,51.6266767469009,50.23627522015861,50.54776664566909,48.253696492432944,58.80221637159142,53.43166018905012,48.48844556250321,2026-02-08
MUX,51.626329100815795,49.08218727123579,50.7178507359774,49.923868955723336,62.213058064242844,47.94621891475212,49.87479066296328,2026-02-08
OII,51.624756357294146,50.918571272925476,50.74885238030945,50.23177681839249,52.87244594419247,53.001976767002425,51.974914960942584,2026-02-08
REXR,51.62469477486488,51.450674031094024,50.068096752397096,50.010141524530816,48.86170935781885,54.79748383148318,54.56006315186532,2026-02-08
AEE,51.62463279745166,50.98465564793656,50.015401733485476,50.66786409703011,49.68868547189889,51.55231368577652,56.83887614858241,2026-02-08
FFIV,51.62461738111272,52.1339295968277,50.580099272014664,50.66896452702602,50.6559691489334,53.30423945874816,52.4045022831264,2026-02-08
CSW,51.6241595468255,52.77882406807627,50.43365234707291,49.988341231885926,50.45841494494104,53.12157142161216,52.9641532673647,2026-02-08
CHE,51.62376174815612,52.91672179325069,50.924526236109514,50.081116369702684,48.626794834467965,53.664258135838125,53.52915311956773,2026-02-08
COCO,51.62368777181151,51.49810401563917,50.12081499149323,49.869825469325896,53.212384183019665,53.32825965891704,51.71273831247405,2026-02-08
WILC,51.62319085015012,50.91917443559768,49.77822441300813,50.256899062962326,52.944866295348405,52.87230233915091,52.96767855483324,2026-02-08
LNG,51.623116183319326,52.18119567426495,51.33874497626806,50.50185901742661,48.780147336648476,52.320377965750644,54.61637212955721,2026-02-08
MAR,51.62283052873665,52.331742642912005,49.82605708093046,50.68369671201398,51.03053539124566,51.52461703151935,54.34033431379846,2026-02-08
PNR,51.622714522017574,51.65789974806327,50.611524999293636,50.656919225259855,49.22914831303704,53.12563646769247,54.455158378759194,2026-02-08
VTR,51.62241908055779,50.34245416293567,50.431045334802086,49.768641142316326,49.864831983483384,53.40972239937347,55.917819460435794,2026-02-08
LFUS,51.62167178556834,50.20181021544835,49.781838361453616,50.67595703546526,53.234171818818155,54.08959737166226,51.74665591056239,2026-02-08
AM,51.620276752670485,51.997509530759736,50.05600095374078,50.18119870401109,50.340895507128295,52.5199867834124,54.626069036970605,2026-02-08
BBIO,51.619900232165364,49.16332979913009,50.11633034364679,50.18984365454426,53.93910718076469,53.6769617139137,52.63382870099264,2026-02-08
GPOR,51.61987259491816,51.47142825614971,49.830705230571475,49.968417484475886,49.946304328649965,54.8560828222053,53.64629744745659,2026-02-08
PKBK,51.61944854283114,52.2801327069372,50.68614445384917,50.17076479507243,52.611662451045014,49.87841686889926,54.08956998118373,2026-02-08
VMI,51.61882005379988,50.523758925479136,51.2578143840433,49.98075455062381,51.08373510412561,53.20758874594762,53.65926861257982,2026-02-08
BDCZ,51.61878105903833,,,,49.028055921984816,,54.20950619609184,2026-02-08
WAB,51.617731392623156,50.933049990900734,50.746379104328895,50.01002718374207,50.85686581567834,52.87480677713595,54.28525948395296,2026-02-08
CUZ,51.61755047877599,50.65344803993599,50.189122483050696,49.57513155499695,48.392365550574944,54.1742218078768,56.72101343622057,2026-02-08
KN,51.616877161755816,50.30266346045319,49.997713644659434,50.506440449012516,50.719044133566626,54.267324124858064,53.90807715798507,2026-02-08
BHE,51.61440646902138,50.3524812180178,50.29071947790229,49.92823871600668,54.05879538087645,53.657892019658924,51.398312001666156,2026-02-08
SSRM,51.612302081534885,51.36707558667041,48.91672506674208,50.58920027890398,57.10005208223272,49.78632118735451,51.91443828730562,2026-02-08
THG,51.611184760332456,50.89250694386486,51.87138145776258,50.36988292566675,49.06712623709748,52.00394420359204,55.462266794011015,2026-02-08
OSS,51.611090609316065,48.486036405831726,48.95451128214945,53.47294504218372,62.272019467561634,48.329874474383494,48.15115698378635,2026-02-08
HWM,51.610901375078676,51.86118056110327,51.33124643050541,49.72826787369255,50.612562872542355,52.598903747951894,53.533246764676576,2026-02-08
PCG,51.6107194957931,50.555825851762535,52.34002483452669,50.79432188985685,48.40606977698891,52.93501924801214,54.63305537361147,2026-02-08
FRT,51.610437185726866,51.341004927120935,50.47213556688077,50.03285656497107,49.65123600090079,53.07613611841441,55.089253936073234,2026-02-08
NEE,51.609669645554476,51.02261721637122,50.81250131186192,50.60906800154606,50.89548883535851,51.03542227917552,55.282920229013634,2026-02-08
DRI,51.60918903018903,51.27589886245719,50.73148557177155,50.67910850630374,49.86494996775544,52.55707053124168,54.54662074160459,2026-02-08
TTC,51.6091327323174,51.265710881090456,50.44008643044814,50.04936901275332,51.93235233245998,52.50891165961333,53.45836607753915,2026-02-08
VNO,51.60909178369667,51.04739411629037,50.124344692367394,54.57604736589198,47.01762285715671,53.40999143084743,53.47915023962615,2026-02-08
BNL,51.6089306056246,51.52385604701817,50.13788960004649,49.97743375807384,50.866246767311175,51.41722275459474,55.73093470670318,2026-02-08
CSCO,51.60881997644797,51.81191000261162,50.43639771564297,50.623963600584744,50.693121891329994,50.77530922607514,55.312217422443354,2026-02-08
RAL,51.60835827536668,50.30330301556337,49.84283710491218,50.02614963055656,52.004772491266415,54.67568457852343,52.79740283137815,2026-02-08
MTD,51.60797956644134,52.0931881693528,49.93067633498012,50.761308540334916,49.432414928062414,53.58928348054568,53.84100594537207,2026-02-08
SWX,51.60750981018509,49.73056644839957,51.36270292331416,50.65673000460593,49.74679372609042,52.433070471898105,55.71519528680236,2026-02-08
CBT,51.60627085473142,51.392350692488165,50.45692691479082,50.18429730504684,50.590316045523274,53.252852213806214,53.76088195673321,2026-02-08
NBHC,51.60597771953037,50.97915975577717,50.09581947333108,50.215115225223684,50.22821780637259,54.03566575006994,54.08188830640779,2026-02-08
PSTL,51.60589666522589,51.16861867329121,50.403682794158144,50.24341323831014,52.03357540967134,50.48322111916105,55.302868756763445,2026-02-08
FTAI,51.60557303054312,50.894617158487044,48.94642709935971,49.577737029083266,59.35340271975027,52.818291694742435,48.04296248183601,2026-02-08
BDL,51.60546033096316,53.15883193566485,51.87144594439812,50.872905075579354,50.10466538255214,54.036751082022604,49.58816256556192,2026-02-08
UNTY,51.6040740933471,52.428734914096594,51.409134067483876,49.870375131554205,50.25563273416706,51.93767178249108,53.722895930289795,2026-02-08
BELFA,51.601424080356495,51.133179122353276,50.27593996630891,50.59086765078678,58.08873133996089,49.589029557109306,49.930796845619824,2026-02-08
VALU,51.598223161423604,51.8804951963992,50.31966010557802,50.18991688546088,49.13104657059976,55.357494506466566,52.71072570403719,2026-02-08
TDG,51.59773483578437,51.42833436576949,49.99842238768236,50.5109936376553,50.09422610916259,52.97741925853797,54.577013255898535,2026-02-08
WM,51.595033665493396,51.26440188393473,50.601821227226694,49.967642244504844,50.49865576924426,51.16191747280558,56.07576339524425,2026-02-08
RUSHB,51.594468967071485,50.572367654877645,52.06993259559436,50.21490021241471,50.1032680027116,53.32946461433931,53.27688072249129,2026-02-08
NOG,51.59266409051814,52.18723863316062,50.81654542898162,50.18330543764248,50.01556907326539,55.42284735819227,50.93047861186645,2026-02-08
UHS,51.59213561348113,51.249250108628274,51.31357347371549,50.21161071735322,48.86104950409397,53.76061163600209,54.15671824109375,2026-02-08
EXP,51.590844381749356,51.86521782921293,50.84068694458623,50.1336668872195,49.0021028868733,53.720380378016344,53.98301136458783,2026-02-08
NVT,51.59002351283097,51.036966605718916,50.25315537052255,50.43280720938308,51.52298053502703,53.12801972790957,53.166211628424655,2026-02-08
CVCO,51.58958649628654,51.27465264936036,50.17275519975883,50.05946319348664,51.36871572544239,53.77066821305596,52.891263996615066,2026-02-08
GHC,51.58947121684397,51.129709151867864,51.202654291070296,50.477239087675585,50.78607629406392,51.80277495960226,54.13837351678388,2026-02-08
LII,51.588393624436385,53.425466112976835,52.88830930695709,50.66838197548852,48.0444174094764,51.33431955684771,53.16946738487176,2026-02-08
GPI,51.58758286849617,50.20392504566868,52.98052572296717,50.175070468386316,48.66466257717666,53.52577211363079,53.975541283147386,2026-02-08
MORN,51.58756099898011,51.55443864961673,51.51715879601814,50.072628162337566,47.52073714132399,55.31538238175104,53.545020862833184,2026-02-08
KEYS,51.58554138448906,50.900792891021574,50.5426693514969,49.92649966974489,52.29301812172989,52.38431615838749,53.465952114553616,2026-02-08
OZK,51.585425810796806,52.36907125155816,50.22854321260617,50.26197500579133,49.382530619527174,53.48266274046922,53.78777203482878,2026-02-08
TRS,51.58535620170156,50.350168957515564,49.729409780908135,50.27627371034452,49.41994684771624,56.19656599227175,53.53977192145313,2026-02-08
KMI,51.58522280864855,51.03758010320084,49.576367150056264,50.664287771819616,51.09040303756752,51.172617096737326,55.97008169250973,2026-02-08
RSG,51.585070241496624,51.20908050957252,50.45043578864512,49.98782278780228,49.234549566257705,52.73071116404174,55.897821632660396,2026-02-08
BANC,51.585042890637254,51.22150818376833,49.672494357444144,50.18275702853364,51.97090134053526,53.1018710364641,53.36072539707805,2026-02-08
